Resume,Price,Location,Bedrooms,Bathrooms,Area,Link,Contact,Listing Time
One Bedroom Apartment In Shabiya With Balcony,"43,000 AED/year","Shabiya, Mussafah, Abu Dhabi",1,1,950 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-mussafah-shabiya-13453732.html,tel:+971504484127,Listed 17 days ago
"High-end finishing , spacious area vital location","43,000 AED/year","Al Majaz 3, Al Majaz, Sharjah",2,2,"1,400 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-al-majaz-3-13234091.html,tel:+971565072758,Listed 1 month ago
"excellent price,distinctive location near service","28,000 AED/year","Al Nad, Al Qasimia, Sharjah",1,1,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-qasimia-al-nad-13227006.html,tel:+971565072758,Listed 1 month ago
Fully Furnished | Stunning Sea and Community View,"405,000 AED/year","Apartment Building 1, Bluewaters Residences, Bluewaters, Dubai",2,3,"1,710 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-bluewaters-bluewaters-residences-apartment-building-1-12950885.html,tel:+971565153752,Listed 2 months ago
In a  distinguished location  near  the  Corniche,"35,000 AED/year","Al Khan Corniche, Al Khan, Sharjah",1,2,"1,100 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-khan-al-khan-corniche-13224912.html,tel:+971565072758,Listed 1 month ago
1 Month Free /Ready To Move/ Private Garden,"410,000 AED/year","Silver Springs 1, Silver Springs, DAMAC Hills, Dubai",5,6,"4,848 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-damac-hills-silver-springs-silver-springs-1-13377122.html,tel:+971552285124,Listed 28 days ago
HOT OFFER | 3BHK | MAID | PARKING | POOL | GYM,"115,000 AED/year","Danet Abu Dhabi, Abu Dhabi",3,4,"2,250 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-danet-abu-dhabi-13474557.html,tel:+971529575360,Listed 15 days ago
Special offer for annual rent in Ajman Orient Twer,"30,000 AED/year","Orient Tower 1, Orient Towers, Al Bustan, Ajman",1,2,"1,150 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-bustan-orient-towers-orient-tower-1-12926858.html,tel:+971565083658,Listed 2 months ago
High Floor | Brand New Apt | Full park View,"270,000 AED/year","Canal Front Residence 8, Canal Front Residences, Al Wasl, Dubai",2,3,"1,538 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-wasl-canal-front-residences-canal-front-residence-8-13541096.html,tel:+971565089263,Listed 8 days ago
Hot Deals | All Bills Included | Next to Metro,"110,000 AED/year","Mercure Dubai Barsha Heights Hotel Suites & Apartments, Barsha Heights (Tecom), Dubai",1,1,675 sqft,https://www.propertyfinder.ae/en/plp/rent/hotel-hotel-apartment-for-rent-dubai-barsha-heights-tecom-mercure-dubai-barsha-heights-hotel-suites-apartments-12216245.html,tel:+971508522725,Listed 6 months ago
"Stylish, Contemporary Home In Elevated Location","184,999 AED/year","The Pearl Residences at Saadiyat, Saadiyat Island, Abu Dhabi",3,4,"2,300 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-saadiyat-island-the-pearl-residences-at-saadiyat-13489720.html,tel:+971565039720,Listed 14 days ago
Vacant Now | Well Maintained |Prime Area,"385,000 AED/year","Sidra Villas I, Sidra Villas, Dubai Hills Estate, Dubai",3,4,"4,440 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-dubai-hills-estate-sidra-villas-sidra-villas-i-13484858.html,tel:+97144090915,Listed 14 days ago
luxurious  towers  of  Sharjah strategic location,"47,000 AED/year","Al Majaz 3, Al Majaz, Sharjah",1,2,"1,100 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-al-majaz-3-13207023.html,tel:+971565072758,Listed 1 month ago
"For annual rent in Ajman, a room and a hall","25,000 AED/year","Al Rashidiya 3, Al Rashidiya, Ajman",1,2,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rashidiya-al-rashidiya-3-13501000.html,tel:+971504454299,Listed 12 days ago
Corner plot | Next to Spinneys | Completely private,"220,000 AED/year","Sun, Arabian Ranches 3, Dubai",4,4,"2,407 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-arabian-ranches-3-sun-13445121.html,tel:+971565074803,Listed 18 days ago
High Floor | 1 Bed | Boulevard View - Call Now,"155,000 AED/year","Opera Grand, Burj Khalifa Area, Downtown Dubai, Dubai",1,1,731 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-burj-khalifa-area-opera-grand-12787083.html,tel:+971501367163,Listed 3 months ago
Prime Location | Near Metro | Available Now,"88,000 AED/year","Trio Building, Al Barsha 1, Al Barsha, Dubai",1,2,"1,020 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-barsha-al-barsha-1-trio-building-13589666.html,tel:+971565079910,Listed 2 days ago
High Floor | Fountain View | Luxurious,"480,000 AED/year","Burj Khalifa, Burj Khalifa Area, Downtown Dubai, Dubai",2,3,"2,036 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-burj-khalifa-area-burj-khalifa-13040883.html,tel:+971565039956,Listed 2 months ago
Fully Furnished | Hotel Resort Lifestyle | Stunning Views,"210,000 AED/year","Tower D, DAMAC Towers by Paramount, Business Bay, Dubai",2,2,"1,587 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-damac-towers-by-paramount-tower-d-13405674.html,tel:+971565041337,Listed 24 days ago
Well Maintained / Bright Apt / Kids Area / Ready,"110,000 AED/year","SOL Bay, Business Bay, Dubai",1,2,815 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-sol-bay-13417627.html,tel:+971585844503,Listed 22 days ago
Opera District | Fully Furnished | Boulevard View,"300,000 AED/year","The Address Residences Dubai Opera Tower 2, The Address Residences Dubai Opera, Downtown Dubai, Dubai",2,3,"1,255 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-the-address-residences-dubai-opera-the-address-residences-dubai-opera-tower-2-12742965.html,tel:+971565332187,Listed 3 months ago
EMBRACING THE COMMUNITY&#39;S SCENIC SPLENDOR,"29,999 AED/year","Royal Breeze 5, Royal Breeze, Al Hamra Village, Ras Al Khaimah",studio,1,456 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-hamra-village-royal-breeze-royal-breeze-5-13573521.html,tel:+971501270264,Listed 3 days ago
For Annual Rent in Ajman 3-Bedroom Al Nakheel,"61,000 AED/year","Al Nakhil 1, Al Nakhil, Ajman",3,4,"2,200 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-nakhil-al-nakhil-1-13438958.html,tel:+971507449685,Listed 19 days ago
4 BR Villa | Tilal City | Big Layout | Big Majlis | Backyard | Laundry Area | Just 150k,"150,000 AED/year","Tilal City, Sharjah",4,3,"4,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-sharjah-tilal-city-13033875.html,tel:+971565115391,Listed 2 months ago
Open view ••• luxurious 1 bedroom ••• hot offer,"78,000 AED/year","Azizi Park Avenue, Meydan, Dubai",1,1,681 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-meydan-azizi-park-avenue-13162563.html,tel:+971543054135,Listed 1 month ago
European style 4bedroom W maid room khalifa park..,"145,000 AED/year","Ministries Complex, Khalifa Park, Eastern Road, Abu Dhabi",4,5,"4,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-eastern-road-khalifa-park-ministries-complex-13435538.html,tel:+971565099440,Listed 20 days ago
Great Community | Great place to live! - With Pool,"295,000 AED/year","Lailak, Al Raha Golf Gardens, Abu Dhabi",5,7,"5,500 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-al-raha-golf-gardens-lailak-13428106.html,tel:+971508082119,Listed 21 days ago
for annual rent 2bed. 2bath. in ajman- Al mwuaihat,"44,000 AED/year","Al Mowaihat 2, Al Mowaihat, Ajman",2,2,"1,450 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-mowaihat-al-mowaihat-2-13565692.html,tel:+971586219345,Listed 4 days ago
SPACIOUS|STUDIO|AL TAAWUN AREA|ONLY FAMILY,"22,000 AED/year","New Al Taawun Road, Al Taawun, Sharjah",studio,1,480 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-taawun-new-al-taawun-road-12883766.html,tel:+971507206168,Listed 3 months ago
Lavish|Huge| |Stylish| different  layout 1Bhk with Terrace,"54,999 AED/year","Souks Residential, Al Mamsha, Muwaileh, Sharjah",1,2,680 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-al-mamsha-souks-residential-12841734.html,tel:+971505264352,Listed 3 months ago
"Two-Bedroom , First Occupancy, with Parking &amp; Pool","77,000 AED/year","Al Zahia, Muwaileh Commercial, Sharjah",2,3,"1,700 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-commercial-al-zahia-13434149.html,tel:+971501172532,Listed 20 days ago
"Al Nuaimiya 2, King Faisal S a large area studio","20,000 AED/year","Al Naemiya Tower 2, Al Naemiya Towers, Al Nuaimiya, Ajman",studio,1,550 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-nuaimiya-al-naemiya-towers-al-naemiya-tower-2-13073316.html,tel:+971504770067,Listed 2 months ago
Studio in Al Mowaihat 3   law rent price exclusive,"18,000 AED/year","Al Mowaihat 3, Al Mowaihat, Ajman",studio,1,800 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-mowaihat-al-mowaihat-3-13536976.html,tel:+971503848500,Listed 8 days ago
Park View | Fully Furnished | Prime Location,"59,999 AED/year","Pantheon Elysee III, Jumeirah Village Circle, Dubai",studio,1,424 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-pantheon-elysee-iii-12821038.html,tel:+971566034687,Listed 3 months ago
Spacious 2BHK |Corniche View | Balcony,"85,000 AED/year","Al Khan Corniche, Al Khan, Sharjah",2,3,"1,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-khan-al-khan-corniche-13265207.html,tel:+971565040465,Listed 1 month ago
Spacious and Luxurious 2 -BHK Apartment,"121,000 AED/year","Al Ain Tower, Khalidiya Street, Al Khalidiya, Abu Dhabi",2,3,"1,334 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-al-khalidiya-khalidiya-street-al-ain-tower-13206027.html,tel:+971504028440,Listed 1 month ago
Luxury Villa 5bd type 6/Private pool/Beach access,"650,000 AED/year","HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi",5,7,"6,254 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-saadiyat-island-hidd-al-saadiyat-13320544.html,tel:+971569127366,Listed 1 month ago
ajman Al Bustan Apartment consists of two rooms,"31,000 AED/year","Orient Tower 1, Orient Towers, Al Bustan, Ajman",2,2,"1,700 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-bustan-orient-towers-orient-tower-1-12130620.html,tel:+971504770067,Listed 6 months ago
Modern | Maids Room | Balcony | Grab It ✨,"179,999 AED/year","Wafra Residential Tower, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",3,3,"2,650 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-al-reem-island-najmat-abu-dhabi-wafra-residential-tower-13573043.html,tel:+971501307976,Listed 3 days ago
Room and hall for rent in Rawdah...,"22,000 AED/year","Al Rawda 2 Villas, Al Rawda 2, Al Rawda, Ajman",1,1,850 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rawda-al-rawda-2-al-rawda-2-villas-13211725.html,tel:+971506097433,Listed 1 month ago
Lagoon View | Corner Unit | Multiple Units |,"219,999 AED/year","Residences 14, District One, Mohammed Bin Rashid City, Dubai",2,3,"1,289 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-mohammed-bin-rashid-city-district-one-residences-14-13381618.html,tel:+971565445648,Listed 27 days ago
Spacious Swimming pool view 1BR in Maryam Island,"54,990 AED/year","Sapphire Beach Residence, Maryam Beach Residence, Maryam Island, Sharjah",1,1,789 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-maryam-island-maryam-beach-residence-sapphire-beach-residence-13178123.html,tel:+971502602583,Listed 1 month ago
Ready To Occupy | Single Row | Dream Home,"255,000 AED/year","Noya Luma, Noya, Yas Island, Abu Dhabi",3,4,"4,034 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-yas-island-noya-noya-luma-13400763.html,tel:+971549952491,Listed 24 days ago
A three---bedroom apartment with a living room,"66,000 AED/year","Al Rawda 3, Al Rawda, Ajman",4,5,"1,600 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rawda-al-rawda-3-13210852.html,tel:+971565044645,Listed 1 month ago
5 BR Family Home I Stunning View I Spacious,"419,000 AED/year","Lila, Arabian Ranches 2, Dubai",5,5,"4,650 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-arabian-ranches-2-lila-13042803.html,tel:+971565112871,Listed 2 months ago
LUXURIES VILLA IN HIGHLY DEMANDING AREA! AL NAHYAN,"239,999 AED/year","Al Nahyan, Abu Dhabi",6,7,"6,300 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-al-nahyan-13379369.html,tel:+971565153263,Listed 27 days ago
Single Row |behind villa the park |Best Facilities,"230,000 AED/year","Noya Viva, Noya, Yas Island, Abu Dhabi",4,5,"1,816 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-yas-island-noya-noya-viva-13422256.html,tel:+971565466507,Listed 22 days ago
Brand New Studio Apartment in Khuzam – Unfurnished,"38,000 AED/year","Khuzam, Ras Al Khaimah",studio,1,489 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-khuzam-13272463.html,tel:+971565041606,Listed 1 month ago
Upcoming | Furnished | Private Balcony | Sea View,"110,000 AED/year","Building A, Al Zeina, Al Raha Beach, Abu Dhabi",1,2,667 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-al-raha-beach-al-zeina-building-a-13487057.html,tel:+971565051065,Listed 14 days ago
Bedroom Apartment for Rent in Al Qleia&#39;a with Bal,"35,000 AED/year","Victoria Tower, Al Gulayaa, Sharjah",2,2,"1,900 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-gulayaa-victoria-tower-13305422.html,tel:+971506240898,Listed 1 month ago
"Spacious, High Finished 03 Bedroom  In shakhbout","95,000 AED/year","Shakhbout City, Abu Dhabi",3,3,"2,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-shakhbout-city-13368880.html,tel:+971558793880,Listed 29 days ago
LAVISH 1BR|CHILLER FREE|CLOSE KITCHEN|PRIME LOCATION,"66,999 AED/year","Burj Alkhair Dubai, Al Barsha South, Al Barsha, Dubai",1,2,700 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-barsha-al-barsha-south-burj-alkhair-dubai-13486875.html,tel:+971561081585,Listed 14 days ago
Upcoming | Staff Accommodation | Nearby Musaffah,"600,000 AED/year","Mohamed Bin Zayed City Villas, Mohamed Bin Zayed City, Abu Dhabi",7+,7+,"14,500 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-mohamed-bin-zayed-city-mohamed-bin-zayed-city-villas-13580648.html,tel:+971502582961,Listed 3 days ago
Luxury Vacant Apt with Maids Rm. | Prime Location,"140,000 AED/year","Aykon City Tower C, Aykon City, Business Bay, Dubai",2,3,953 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-aykon-city-aykon-city-tower-c-13255140.html,tel:+971566857843,Listed 1 month ago
✔️Ready To Move In|Stunning View|Prime Location,"170,000 AED/year","Sun Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",3,4,"1,739 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-al-reem-island-shams-abu-dhabi-sun-tower-13498362.html,tel:+971565070254,Listed 13 days ago
"&gt;&gt;&#34;2 Master BHK, 3 Baths, Free Parking, Al Nahda&#34;","48,000 AED/year","Sharjah Gate, Al Nahda, Sharjah",2,3,"1,400 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-nahda-sharjah-gate-13263808.html,tel:+971502635617,Listed 1 month ago
Room and hall with central  AC for rent,"27,000 AED/year","Al Mowaihat 3, Al Mowaihat, Ajman",1,1,880 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-mowaihat-al-mowaihat-3-13140143.html,tel:+971506097433,Listed 2 months ago
Fully Furnished | Available Now | Good Location,"60,000 AED/year","Suburbia Tower 2, Suburbia, Downtown Jebel Ali, Dubai",1,1,689 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-jebel-ali-suburbia-suburbia-tower-2-13186277.html,tel:+971565041337,Listed 1 month ago
Spacious Villa | Near HCT College | Fewa Connected,"125,000 AED/year","Al Uraibi, Ras Al Khaimah",7+,6,"15,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-ras-al-khaimah-al-uraibi-13276834.html,tel:+971565066478,Listed 1 month ago
For Rent♦AMAZING♦4 BR ♦Full Sea View♦1 Cheque,"250,000 AED/year","Al Muneera, Al Raha Beach, Abu Dhabi",4,5,"2,444 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-al-raha-beach-al-muneera-13599874.html,tel:+971565079454,Listed 23 hours ago
Apartment for Rent in Ajman - Al Rawda,"27,000 AED/year","Al Rawda 2, Al Rawda, Ajman",1,1,"1,100 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rawda-al-rawda-2-13419541.html,tel:+971507449685,Listed 22 days ago
"2 rooms and a hall, central ac- with a balcony","35,000 AED/year","Al Rawda 1, Al Rawda, Ajman",2,2,"1,300 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rawda-al-rawda-1-13093608.html,tel:+971506097433,Listed 2 months ago
"BRAND NEW (STUDIO WITH GARDEN) READY TO MOVE WITH GYM, POOL AND PARKING","35,990 AED/year","Uptown Al Zahia, Al Zahia, Muwaileh Commercial, Sharjah",studio,1,390 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-commercial-al-zahia-uptown-al-zahia-13272790.html,tel:+971562197492,Listed 1 month ago
2 bedrooms and a hall at an excellent price,"42,000 AED/year","Al Jurf 3, Al Jurf, Ajman Downtown, Ajman",2,2,"1,400 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-downtown-al-jurf-al-jurf-3-13073914.html,tel:+971506097433,Listed 2 months ago
Large 5BR | Large Garden | Swimming Pool,"600,000 AED/year","Al Barsha 3 Villas, Al Barsha 3, Al Barsha, Dubai",5,7,"15,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-al-barsha-al-barsha-3-al-barsha-3-villas-13603511.html,tel:+971585600777,Listed 6 hours ago
1-Bedroom Apartment for Annual Rent in Rashidiya 2,"26,000 AED/year","Al Rashidiya Towers, Al Rashidiya, Ajman Downtown, Ajman",1,1,"1,100 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-downtown-al-rashidiya-al-rashidiya-towers-13284446.html,tel:+971557928179,Listed 1 month ago
Room &amp;hall with central AC -in Emirates Towers,"23,000 AED/year","Al Aamra Gardens, Al Amerah, Ajman",1,2,880 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-amerah-al-aamra-gardens-13037954.html,tel:+971506097433,Listed 2 months ago
UPCOMING UNITS | SPACIOUS 2BEDROOM | PARKING,"82,000 AED/year","Tourist Club Area, Abu Dhabi",2,2,"1,350 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-tourist-club-area-13067409.html,tel:+971586482747,Listed 2 months ago
Furnished Studio | Modern Living | Ready To Move,"55,000 AED/year","AZIZI Riviera, Meydan One, Meydan, Dubai",studio,1,354 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-meydan-meydan-one-azizi-riviera-13474188.html,tel:+971564730001,Listed 15 days ago
